text,label,stars
Что называется мазь от всего! Покупала раньше в Индии. Сейчас на покупаю на wildberries. Всегда в аптечке.,1,5
"Все пришло упаковано. Пользуюсь 3 дня, эффекта нет, но и прыщи не появились.",1,4
пакет с товаром был вскрыт шампуни было не полная бутылка,0,1
Нормальные,1,4
На дочку ростом 153 пижама 160 сантиметра 3-4 не достаёт до запястья и штаны соответственно до щиколотки,1,4
Шикарный цвет,1,4
"Качество неплохое, приятное к телу. Толстовка подошла идеально, джинсы на мой рост очень длинные + мой размер просто огромные в ширину. Такой костюм подойдёт только на 170+, на худеньких маленьких не вариант, поэтому отказ",0,3
Спасибо за мед.,1,5
Качество на троечку. Цвет красивый. Не подошёл размер.,0,3
"Ужасный динамик. Кнопка легко нажимается и проговаривает фразу до конца. Но! какой в этом прок, если непонятно, что она говорит! Пробовали записывать в разном темпе речи и скандировано (по слогам) — все равно звук ужасный, слова непонятные получаются.",0,2
"Доставка без нареканий. Запечатано, упаковано, 2 дня. Масло приятное, преобладает запах шалфея, напоминает лекарственное средство😊 про эффект афродизиака информации нет.",1,5
Не понравилась,0,1
"Так то товар ничего,но кармашки по бокам маленькие для прокладок, зарядки,это самое необходимое в дороге, помимо других мелочей.Высота органайзера маленькая и глубина небольшая.Это минус.А так ничего органайзер.",0,3
"Вкусная тушенка, качественное мясо без прожилок, рекомендую с удовольствием",1,5
"Первый негативный отзыв на ВБ((( Настолько густой, будто засох",0,2
Очень вкусно и полезно! Буду брать ещё. Советую.,1,5
"На трусиках верхняя лямка большая в талии,лиф по охвату все хорошо,а вот чашки не прилегают,торчат в разные стороны,пришел в хорошем состоянии",0,2
Скользкий чехол и камера выпирает,0,2
"К сожалению не прочитала отзывы перед покупкой , забирал заказ муж . Перчатки все в дырках , качество ужасное , не ожидала такого от любимого бренда . И цвет ближе к серому",0,2
Рекомендую🖤,1,5
"паста консистенции то,что доктор прописал, обязательно куплюеще!",1,5
Нет головки на 17 и 22 положили 16 и 2 шт 21,0,1
"Не по росту , на 164 мал",1,4
"семена как на фото, все нормально, если бы не одно но! это мусор, всякие веточки. черные еще шелуха. перебирать нет желания,)) а так семечки хорошие",0,3
"Упакован хорошо, не пробовала.",1,5
Красивые наклейки. Ребенку нравятся,1,5
"Люблю массаж с маслом, этот запах понравился нам обоим. Руки скользят хорошо при массаже, аллергии не вызвал. Кожа после использования мягкая, увлажненная.",1,5
"Качество хорошее, рекомендую. Доставка быстрая",1,5
"Это просто пушка! Настолько эстетичная вещица, что постоянно хочется любоваться 😍",1,5
"И мне и домашним мед понравился, беру уже постоянно.",1,5
"Масло понравилось 😍👍 Упаковано хорошо, не прольётся при транспортировке. 
Приятный запах, одно удовольствие с маслом делать массаж)",1,5
"Заказала второй раз пришел совсем другой цвет бирюзовый, бледный, невыразительный, хотя первый раз цвет бомба был, из за него и заказала, разочаровалась, больше не закажу",0,3
"Может у меня так чисто в доме... Эффекта ""ах"" не было. Да, действительно, без моющего средства оттерла заварочный чайник, тарелку с обратной стороны. По отзывам попробовала почистить швы между плитками на полу. Стало белее, только зачем? Через неделю будет снова серенько. Я люблю чистоту, но не до фанатизма. Окна ещё не мыла, можно попробовать. Усилия приложить придется. С моющим средством получить чистое получается без дополнительных физических усилий. Экономия очень сомнительна. После одного использования губка в хлам. Остались ещё 4. Пригодится на потом, на иногда. Хочу попробовать ещё с напылением. Пишут, можно аж старые сковородки и кастрюли отчистить. Но. Восторга нет.  Спасибо за опыт.",1,5
"Очень тонкий, больше детский . И прислали не того цвета! Куда смотрите вообще ??",0,1
"Заказала 2 килограмма, пришло 1,680 я в шоке",0,3
"Хорошие шторки, дымчатый оттенок, по качеству супер",1,4
"Заказывала милых котиков, пришло непонятно что:((((((",0,1
Маломерят. Тянутся не сильно. Но колготки мне нравятся. Перезаказала,1,5
Вместо заявленных широких брюк пришли брюки с резинкой на щиколотке и разрезом😪,0,1
Качество так себе. Цена этому чехлу 100 руб.,0,3
"Стекла пришли без выреза под динамик.
На картинке одно,при доставке другое.",0,1
"1,5 использования и порвалась, клиентки ложились во время наращивания ресниц, наверное на нее нужнотолько смотреть",0,1
немного помята упаковка,1,5
"Все супер , ароматизатор классный",1,5
"Сам комбинезон не плохой,  но клёпки просто ужасные, застегиваются через одну. Цвет менее яркий чем на фото продавца. На рост 72 см есть запас",0,3
"Мыло может и хорошее, но мне не понравилось, не понятно чем пахнет",1,5
"Супер, красота",1,5
Прислали с огромным пятном на пол пинала.ребенок очень расстроен.зачем отправлять грязное?,0,1
"В целом, комплект хороший. Ящики вместительные. Раковина достаточно узкая, мне пока кажется неудобной, но это моё субъективное мнение, не буду снижать оценку, возможно привыкну со временем. По поводу доставки. Курьер приехал после 23 часов, мы в такое время обычно спим,еле дождались. Распаковывать не стали, чтобы не разбудить детей,поэтому нам очень повезло, что все было целое. Купили за 7 200.",1,5
Хуня👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼,0,1
"Хороший ароматизатор, приятный запах.",1,5
"Огромное спасибо производителю за качество, мёд вкусный, душистый, густой, цена  радует. Товар пришёл быстро, хорошо упакован. Рекомендую к покупке!!!",1,5
Очень садится после стирки!!,0,3
Пришло хорошо упаковано.,1,5
"Симпатичная коробка с хорошенькими пряниками. Самое то для небольшого презента. 
Быстрая доставка. Каждая коробка с пряниками упакована еще в пупырчатую пленку и в пакет. 
Всё целое. Надеюсь, что содержимое порадует наших учителей!
Спасибо производителю за вкусную идею ко дню учителя!",1,5
"Заказали ребёнку на НГ , заказ пришёл вовремя, упаковано добротно ( пленка+ коробочка )! Надеюсь подарок понравится 😁",1,5
"Мед замечательные,всем советую!!!",1,5
"Пришел целый. Шоколад очень вкусный, буду заказывать ещё",1,5
"низкое качество, рисунок в виде наклейки",0,3
Отличные колготки,1,5
"Мне не понравились. Хотела отказаться после примерки в пункте выдачи Валберрис,но оказалось,что на них нет никаких жирок и сотрудник отказалась оформить возврат. Неприятное чувство,буд то кто-то специально подсунул и обманул. Выбросила.",0,3
"Кортадерия не соответствует картинке, только три из них более или менее выглядят неплохо, остальные только на одну треть пушистые, большая часть ветки оголенная, пушистости хотелось бы побольше, на картинке красивые, объемные, на самом деле хиленькие, впечатление не то.",0,3
Заказывал ранее все было отлично в этот раз заказав две разные модели я в ужасе🤦‍♂️ ну как так то?,0,1
Шторы красивые! Легко гладятся и не линяют. Рекомендую!,1,5
"Носки красивые, но не посмотрела в пункте выдачи. Дома обнаружила дырку… грусть, печаль. Буду зашивать, но она сверху, будет видно.",0,3
"Попугайчикам очень понравился фонтанчик - и пьют, и купаются",1,5
"Ну ооооочень низкая посадка. Прям плохо, т.к с подгузниками не поносишь эти колготки. В общем, разочирована полностью.",0,2
"Всё супер,  рекомендую",1,5
Супер крем мед. Заказываю уже давно весь ассортимент. Рекомендую. Спасибо производителю 😘,1,5
Костюм в целом не плохой.но есть одно но!Порванный!!,0,2
Пришел грязный и открытый пакет,0,1
"Вместо ""Сибирской зимы"" положили ""Утро в пекарне"". Да, пахнет вкусно и приятно, но это не то, что заказывала. Немного разочарована, брала на подарок и запрос был именно на зимний аромат.",0,3
Отличный подарок. Очень понравился товар. Запах очень приятный. Советую к покупке!,1,5
Идеальные карандаши,1,5
"Всё целое, хорошо упаковано. Купила в подарок на 8Марта, надеюсь, что племяшке понравится)",1,5
Удобно    !,1,4
"Нпкручивается на половину, ключь тоже неподходит, полный бред.",0,1
"Потрясающая!! 😍😍😍😍  Раскрашивали гелиевыми ручками, карандашами, фломастерами бумага не просвечивает. Купили ещё 4 такие расскраски плаката на подарки и себе развлекаться! 🔥🔥🔥😍😍😍💕💕",1,5
"Очень плохо отклеивается, кусками пластами,пустая трата денег.. Не советую, одни мучения.",0,1
"Приятное масло, нежный не навязчивый аромат. Мне очень понравилось и мужу тоже🥰",1,5
Коту очень нравится,1,5
"В комплекте 5 штук, пришло только 4, поэтому возврат. Хорошо, что у меня возврат бесплатный, а кому-то 100 рублей. Вообще-то это безобразие. Если люди у вас заказывают, они хотят получить такую же вещь, как на фото, по количеству и качеству. А когда пару раз тебя так «обуют», вообще не захочешь что-либо заказывать",0,1
"При использовании в холодном помещении, долго щелкаешь спусковым курком, чтобы поджечь газ в баллоне. Хотя, взяв другую горелку, с большим соплом, загорается сразу же. По интенсивности горения пламени, разницы не заметил.",0,3
Не очень,0,2
"Ткань очень тонкая, маломерит размера на 2 точно: на рост 100 взяла по отзывам 116 - только-только сейчас носить",0,3
"Никогда, слышите никогда не заказывайте ЭТО! Эта ерунда прикипела к ниппелям намертво, теперь только в автосервис, чтобы там спилили! Выглядит красиво, но не стоит того, чтобы когда нужно подкачать колесо необходимо спиливать эти колпачки иначе сорвете вместе с соском и после на эвакуаторе поедете домой! Никогда не думала, что такая мелкая гадость принесет столько проблем! НЕ ПОКУПАЙТЕ!",0,1
"Обыкновенный трикотаж, цена очень завышена.",0,3
"Шампунь не плохой..но мне не подошел, сильно сушит волосы, я думаю у кого жирный тип волос будет идеально, отдам дочери.",1,5
Пришло несоответствие,0,1
"Хотела подарить на день рождения, но к сожалению доставка задержалась. И ещё  у одной серьги слабый замок. Камень бледный. Отказ.",0,2
"По качеству не плохой,но сшит не ровно рисунок!плюс ко всему оказался порванным",0,3
"👍классная, но запах на любителя",1,5
очень неплохо. Приятный вкус...хорошо работают..,1,5
Хорошие валенки но оказались моловаты,1,4
"здравствуйте. купила боди от Мамуляндии, тк именно эта ткань наша самая любимая : мягкая, легкая, не жаркая, она тянется, т.е. после стирки вы не достанете  из машинки боди для куклы. Но качество пошива меня очень, очень сильно расстроило. После двух стирок на всех трех боди полезли дырки в подмышках с обеих сторон. Это просто тихий ужас.  Из такой же ткани у меня есть боди, майки и штанишки от других брендов, но там нет таких проблем со швами.",0,3
"Нравится, долго сохнет и слишком много продукта с шарика наносится,но натур продукт -еще куплю.",1,5
Хороший вкусный мёд,1,5
Батарейка рабочая,1,5
"Отличная поилка. Не шумная. Кошка пошла пить сразу,кот,дурень,ещё какое то время просил включить кран)))))  Но, ничего и этот привык .Для меня реальная экономия воды. Т к хвостатые едят только сухие корма,а пьют только из крана. Вода чистенькая ,вкусненькая(сама попробовала ) Рекомендую.",1,5
Отказ. Пришли поломанные,1,5
Очень хорошие и крепкие резиночки,1,5
Манеж хороший. Но было заявлено о подарке (пелёнки) но их не было. Очень сильно растроилась.....,0,3
"Волшебный....этим всё сказано!!!!! Покупаю уже не первый раз, и себе, и в подарок. Всем очень понравилось!!!!",1,5
Какая то крошечная. А Сауд вообще детский,0,2
"цвет классный, но не до конца просушивается, хотя с лампой всё норм, всё просушивается хорошо, но именно от этой марки гелей нет. Значит дело в гель лаке",1,4
"Полная  х.....  не берите эту чудо не работает вообще, да и пришла ище сломаная, и 100  рублей ище содрали п........",0,1
"Пришло с разорвной упаковкой, где недоставало 2 блока.",0,2
"С запахом справляется часа на два, липкий слой, что очень не комфортно, а еще заказывала без запаха, а на деле пахнет резко эвкалиптом. Дозатор не удобный, нажимаешь и течет все по руке, в общем разочарована",0,2
"Ожидание / реальность ....

Цвет совершенно другой , отвратительный рыжий , разочарована и шариков мало в этом наборе , покупала зелёный цвет соответствовал , этот вообще ужасный",0,1
"Масло очень хорошее! Имеет еле уловимый аромат, флакон выполнен не из стекла, что мне очень понравилось, так как не разобьётся, легкий по весу и удобно брать с собой куда угодно. Объём большой, расход получается экономичным, буду пользоваться долго 🔥",1,5
"Заказала халат на молнии 58 размера. Пришёл на кнопках 44 размера, совершенно не тот, что был представлен на модели. Отказалась и перезаказала ещё раз, может быть на этот раз повезёт, пришлют нужный размер. Сам по себе халатик красивый, хорошо пошит и ткань приятная.",0,3
Пришла разбитая!!!,0,1
"Покупала за 500₽, пришёл с браком ( глубокая царапина на фото ), был срочно нужен и только по этому оставила. Цена конечно ооочень завышена!",0,2
Четки вроде бы норм но можно было  хотя бы отполировать зачистить хорошо а то следы неровности остались при изготовление отверстия под нить просверлено не очень криво все,0,1
"Корм не рекомендую! По виду, цвету и запаху похож на отруби. Три собаки разных пород, возраста и пола, не гурманы в еде после первой пробы есть этот корм отказываются, несмотря на то, что мешаю со старым, как рекомендовано на упаковке.  У двух старших появилась рвота! Раньше таких проблем ни с каким сухим кормом не было! За собаками следим: находимся в уединенной местности, где никто не знает, кто такие догхантеров, с пола на улице ничего не подбирают, живут дома. На фото коричневые гранулы -старый корм, серые - новый. Это не только не премиум корм, это вообще не корм для собак.",1,5
"Грелка тепло держит долго, температура нагрева достаточно высокая- просто держать рукой или греться горячо, нужно завернуть в тряпочку, НО!!! самозапуск не работает, палочку не перегнуть, приходится просто кипятить её каждый раз",0,3
"Пришел вдребезги! Неужели так сложно нормально упаковать и написать на коробке ""осторожно!""",0,1
"Удачный дом , окна маленькие ,хомяк в нем застрял и чуть не умер ,еле спасли хомяка и выкинули этот дом ,дети очень расстроились",0,1
"Размер S взяли на свой 48, на первый взгляд куртка неплохая, швы ровные, но после стирки весь синтепон на спине сбился в одну сторону. С одной стороны густо с другой пусто (одна ткань).",0,3
Шикарныееее,1,5
"Очень вкусный, начал сахариться. Мы такой обычно 4к/3л брали
Свежий.
👍👍👍",1,5
"Ползунки не понравились, ткань тонкая как марля. Еще сильно большемерят. Оставила на вырост для дома",0,3
"Лосины не на худеньких, широковаты, оставили так как ребёнку понравились . Качество хорошее, плотные",1,4
"Мёд очень вкусный, ароматный, хорошей консистенции. Всём рекомендую!",1,5
Материал хороший,1,5
Плохо пропечатывает,0,3
Промокает все  на фиг,0,2
"Паста понравилась. Ощущение  свежести долгое. Понравилось, что лопатка прикреплена к крышке (не потеряется).",1,5
"Покупались 3 месяца назад, только сейчас начала в них ходить , это ужас какой то они просто лопнули сразу на 2-х кроссовках , они явно не для фитнеса , раз от пару простых прогулок с работы и на работу лопнули",0,1
"Не понравилась, большемерит на два размера точно, этих денег однозначно не стоит",0,3
Я не знаток мёдов но этот мед вкусный. Надеюсь что натуральный. Спасибо.,1,5
Хороший и выгодный корм,1,5
Очень нравится. Спасибо,1,5
"Трусики конечно классные , но цвет далеко не розовый как заявлено , обидно конечно что продавец безответнно относится к заказам ....",0,3
"Товар хорошо упакован,ничего не пролилось.Еще не использовала.",1,5
"Заказала четыре пришел один ,это нормально?",0,1
"Вкусные конфеты.Детям нравятся.В упаковке как и заявлено 25 шт.Все пришли целые.Дата изготовления декабрь 2021г.По цене получается в 3 раза дешевле,чем в аптеке.Спасибо производителю и WB",1,5
"Туфли очень красивые, цвет как на фото золотисто-бежевый, идеально на весну-лето и не маркие. На 37,5 взяла 37.",1,5
люблю вашу фирму. открыла для себя новый вкус. я ваш постоянный покупатель .спасибо огромное.,1,5
"Спасибо, очень вкусная! 31 января приготовили, а 3 февраля уже была на пункте выдачи. Для меня идеальный вкус, без ароматизаторов, без привкуса плохого масла. Сладкая, мягкая пахлава, жалко мало совсем, особенно, если вся семья налетит) Надо еще заказать и спрятать.",1,5
"Рекомендую, волосы не пострадали, цвет отличный и стойкий",1,5
"Где ролик, где ещё 2 насадки????? Всё вытащили и заклеили скотчем!!!!",0,1
Не мое,0,3
"Беру не в первый раз. Очень вкусные пряники! Отдельное спасибо за упаковку: пупырка внутри, сверху, и ещё мягкий упаковочный пакет! И самим вкусно, и подарить не стыдно!",1,5
"Вкусный, свежий, воздушный мед.",1,5
"Как сам домик ничего.Но так и не удалось собрать.Не входят пазы,а если с силой-начинает откалываться.Лучше бы качество улучшили и дороже сделали,чем выброшенные деньги.Обидно,буду перезаказывать.",0,3
"Качество омерзительное!!  В коричневых нормальное, но в чёрных это нечто, такое увидела впервые. Отказ!",0,1
"Крутой! Стильный! Запах,который в комплекте приятный,не приторный.",1,5
Очень понравился,1,5
"Чехол понравился,но стекло пришло треснутое.Сразу не обратила внимание что штрихкоды вб были переклееены по три раза",0,2
"Пришёл полный комплект. Но! Белый, хотя заказывала розовый.",0,3
"Внешний вид отличный, но присутствует очень неприятный едкий запах, который за 2 дня так и не выветривается",0,3
"Вообще ужас, в наборе написано, три штуки, приехало 2.( от производителя) сама коробка была целая. Очень неприятно, учитывая что это было подарком",0,1
"Картинке не соответствуют, очень широкие. На худую девочку вообще не подходят . Соответствует только ремень.",0,3
"Вкусный, ароматный. Спасибо большое❤️",1,5
"Пришли бомбочки все 3 разбитые , их открываешь , они все рассыпаются в хлам , неприятно, заказывала ребёнку на нг.",0,3
Хорошие хлебцы,1,5
"Крючков пришло пять, а держателя 4…",0,2
"Этими карандашами только шедевры рисовать.  Приятные в руках. Цвета яркие, насыщенные. На 5 с плюсом",1,5
"Салфетки не особо влажные и естественно  , не эффективные . Заказываю трусики детям этой же фирмы и наивно полагала ,что и все этого бренда хорошее . На ошибках учатся .",0,3
"Мне не понравилось качество ,бодики мягкие , но после первой стирки , что на белом, что на розовом боди под мышками образовались дырки",0,1
"Чай хороший, но не крупнолистовой.",1,5
Присылают не то что заказываешь.,0,1
Товаром довольна,1,5
"Пришёл сломанный держатель (очень расстроены,тк до покупки читала отзывы,у всех все было нормально",0,2
Сняла этикетку! Одела! И вот….,0,1
"Доставку задержали на неделю, если не больше, не отслеживалась очень долго, обидно, уже снег растаял, пока не надували",0,3
"Инструкции по применению нет, пока не поняла как использовать. Очень маленький объем",0,3
"Размер меньше на два (46 вместо 50). Нужен 48 размер.
Бегунок на змейке не работает.
Визуально не видно. Но змейка не застегивается.",0,1
"Упакован хорошо, ничего не разбилось. Хороший лак, без комочков, сохнет быстро, супер!",1,5
Хорошая вонючка,1,5
не как на фото где космонавт,0,2
"Очень давно покупаю данные ролики, качество всегда нравилось, но 3 последних раза купила просто ужас. Использованные листы  не отрываются от слова совсем, а когда удается все-таки зацепить краешек, просто  рвутся, и приходится опять мучиться, поддевая очередной краешек",0,3
линяют очень сильно,0,1
"Губки супер, отмывают без применения средств, буду заказывать ещё ☺",1,5
Лучшие продукты от STYX,1,5
Незнаю у кого там возникли сомнения по поводу объема 🤷бутылка большая и здесь точно 400 мл есть.🥳🥳🥳,1,5
"Плохой костюм, капюшон сшит как попало, так же как и карман на животе, торчит, очень не красиво, внутри прострочен плохо , торчат нитки. Ожидала прекрасный костюм, не оправдал ожиданий",0,2
"Лёгкий не навязчивый запах,очень густой (как жиле),хорошо пенится",1,5
"Масло отличное, аромат роскошный. Бутылочка большая, хватит надолго. Помогает увлажнить сухую кожу, эффект нравится. Спасибо за хороший товар!",1,5
Мне не понравился. Трикотаж оставляет желать лучшего.,0,1
"Салфетки мягкие, хорошие. Цена отличная",1,5
"Больше никогда не закажу эту глазурь 3 раза заказывала было все отлично!!! Но заказав её ещё раз вообще расстроилась, во первых плохо плавится, во вторых не льётся, а ляпоет куском!!!!! Вобщем расстроена!!!! Жаль что так, я думала нашла лучшее, а получилось просто разочарование да и только! 🤦",0,1
все вкусно а главное настоящий сибирский мед пахнет лугом все хорошо   когда еще зима и сагревает ароматный мед !!!,1,5
"Заказала ролики по положительным отзывам. Пришло все хорошо упаковано, НО: сами листы отрываются ужасно, частями, рвутся. Не довольна качеством!!!",0,3
"Купила на подарок 23 февраля ребёнку. Ещё не открывали, но выглядят они замечательно! На подарок шикарно",1,5
Все работает прекрасно. Нареканий нет.,1,5
Крем понравился. Брала для подарка! Советую. Упаковпн отлично!,1,5
"Шапочка очень хорошая и красивая, но маломерит😔 
На 1 годик заказали 9-18 месяцев. Нужно было брать все таки больше",0,3
Кот вообще не проникся,0,1
"Продавец даже не потрудился нормально упаковать,понимая что заводская упаковка очень хлипкая. Нет желания даже пробовать то, что пришло в такой упаковке. Если заниматься продажей товара,то нужно уважать людей,которые приносят вам прибыль от продажи.",0,1
"Губки полная фигня, сразу при первом использовании рассыпалась в руках. Не рекомендую.",0,1
"Первый раз купила эти губки. Очень довольна как отмылся пластиковый подоконник. На нём были жёлтые пятна от цветочных горшков, которые ни чем не могла очистить. Электрические розетки удобно мыть этой губкой. Во время уборки разрезала губку на 4 части. Экспериментирую дальше.",1,5
"Выпечка свежая, на вкус очень понравилась. Спасибо!",1,5
"Мне очень не понравилось наличие ниточек внутри, которые есть даже в однотонной модели без рисунка. Боюсь представить как маленькие пальчики будут в них путаться(",0,3
"Упаковка не нарушена, ещё не пробовала, думаю вкусный",1,5
"Незабываемая покупка от вайлдберриз. Пришёл мастер ставить двери, вроде все куплено, все подготовлено. Поставил одну дверь, и собрался врезать петли на вторую дверь. Тут присмотрелся, вторая коробка с петлями перемотана скотчем, и там только одна петля. Я пытаюсь по городу срочно найти эти петли. Оказывается они редкие и в наличии их трудно найти, да еще и размер не стандарт. 70 вместо стандартного 75. В итоге, не найдя их, мастер ушёл, а я укатилась опять в конец очереди. Я конечно понимаю, что комплектность нужно проверять сразу в пункте выдачи, но я тогда получала несколько позиций, да и вайлдберриз раньше не подводил.
п.с. и всё же меня мучает вопрос, кому понадобилась эта одна петля из комплекта?",0,1
"Мылко замечательное👍🏻👍🏻👍🏻!Очень нравится умывать лицо.Привыкла  к запаху быстро,кожа очень мягенькая после умывания.Рекомендую💯",1,5
"Вкусный, внучка довольна. Рекомендую всем.",1,5
Супер ☺ отличные,1,5
"Запах совпадает. Держится долго. Я очень довольна, спасибо 🙏💕",1,5
Не соответствует цвет.,0,3
"Понравилось, спасибо",1,5
"Мёд мне не понравился,  я заказала два вида, отличия нет, что предложено и что прислали, не советую",0,2
"Ожидала что конфеты будут с кислинкой, вообще невкусные.",1,4
Ужасные. Сразу рвуться.,0,2
"Покупала в подарок,выглядит дорого и качественно!",1,5
"Конфетки очень понравились, вкусненькие, буду брать ещё! Продавцу отдельное спасибо, положил в подарок чай, очень приятно ☺️",1,5
"Халат не плохой, но вместо 2xl получила 4xl, соответственно отказ ещё и 100 рублей заплатила за возврат",0,1
Наклейки суперские! Дочке очень сильно понравились. Качество отличное и замечательно смотрится всё!,1,5
"Доставлено  в целости и сохранности, но средство очень жидкое, вода и сок  будто",0,2
"Нам пришли бракованные ботинки, качество плохое, из-за отказ. Не соответствует картинке предложенного.",0,3
Нет деталей брали на подарок😭😭😭😭☹️☹️☹️😞😞😞,0,1
"Заказывала красный, пришел зеленый. Веточки конечно красивые и упакованы отлично. Только не пойму, зачем заведомо отправлять не тот товар, если впоследствии магазину могут снизить оценку.",0,3
"Очень глубоко порезал ладонь, когда использовал насадку для фри. Плохое качество, легко порезаться. Это продавать нельзя.",0,1
Очень хороший !!! Всегда им пользуюсь на Валберрес  самая лучшая цена!!!!,1,5
Хорошо. Отличный подарок.,1,5
"Качество нормальное, но горловина широкая, явно не для детей такой диаметр, шею не облегает плотно. Для меня это минус, потому что при наклоне затолок голый.",0,3
Как всегда на высоте,1,5
"Красивый, зелёный цвет, узор читается. Ведёт себя странно, деформируется в разные стороны.. После стирки долго сохнет, но внешний вид тот же.",0,2
"Мягко сказать не очень, пахнет не кофе,а чем-то горелым",0,1
"Настоящий мед, вкус, запах идеальны. Упакован очень технологично, аккуратно. Спасибо за мёд 😘",1,5
"Не соответствует размеру, максимум на 100 ватрушку, но не как не на 120",0,1
Хорошо смывают отпечатки пальцев на белых стенах.,1,5
Карандаши классные.!!! Советую для детей.,1,5
"Хороший, качественный, прекрасно упакован. Но почему у меня нет именно распрыскивания? Кручу наконечник в любую сторону, всё равно только струёй льёт, может стоило ещё какую-то деталь ставить?",1,4
"Все понравилось, спасибо",1,5
"Спасибо за подарок, но мне 1 серьгу не положили :(",0,2
"Пользуюсь этим спреем уже 3 года,в восторге от того что можно наносить на макияж,очень хороший и удобный👍",1,5
Пришло всё целое.,1,5
"Леска хорошего качества. Диаметр и сечение - то к чему привык. Доставка быстрая, за что отдельное спасибо.",1,5
"Упаковка была в коробке+пупырка... Но😭... Вся передняя часть коробки в трещинах,а углы коробки побиты... Очень жаль, это же подарок🥺в 8 местах на передней крышке трещины... Я забрала только из-за того что не успевала перезаказать...",0,1
"На ощупь стекло приятное, но скол получить как нефиг делать. Если задеваешь случайно телефоном твердую поверхность - скол, сейчас я только что от брелка получила скол на краю, он очень нежный и от этих постоянных сколов уже язва на глазах, чисто из за них меняю эти стекла чтобы хотя бы неделю проходить без дефектов.",0,2
